Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance,Variance %
2022-07-22 00:00:00,Finance,Salaries,North,109752,144512,UPI,TXN103745,34760,31.67
2023-12-20 00:00:00,IT,Salaries,East,36631,51209,UPI,TXN103746,14578,39.80
2022-10-12 00:00:00,IT,Travel,West,138902,10892,Card,TXN103747,-128010,-92.16
2021-02-08 00:00:00,Operations,Infrastructure,North,96820,93544,Bank Transfer,TXN103748,-3276,-3.38
2023-12-09 00:00:00,Finance,Infrastructure,North,40646,14687,UPI,TXN103749,-25959,-63.87
2022-09-29 00:00:00,HR,Infrastructure,South,97633,132557,Card,TXN103750,34924,35.77
2023-11-03 00:00:00,Marketing,Marketing,North,139278,162879,Cash,TXN103751,23601,16.95
2021-02-05 00:00:00,Operations,Utilities,Central,95424,112608,UPI,TXN103752,17184,18.01
2021-04-11 00:00:00,Marketing,Marketing,North,28951,88925,UPI,TXN103753,59974,207.16
2021-06-15 00:00:00,Operations,Utilities,Central,31009,38152,Bank Transfer,TXN103754,7143,23.04
2022-01-18 00:00:00,Sales,Training,South,24835,137285,UPI,TXN103755,112450,452.79
2023-03-01 00:00:00,Marketing,Utilities,Central,52290,33875,Cash,TXN103756,-18415,-35.22
2021-01-31 00:00:00,Finance,Utilities,West,116174,36939,UPI,TXN103757,-79235,-68.20
2021-01-11 00:00:00,Marketing,Travel,North,108727,147541,UPI,TXN103758,38814,35.70
2021-04-06 00:00:00,Marketing,Infrastructure,East,38039,90943,Bank Transfer,TXN103759,52904,139.08
2022-03-29 00:00:00,Operations,Marketing,East,70059,99311,UPI,TXN103760,29252,41.75
2021-07-11 00:00:00,HR,Training,Central,135873,59132,Cash,TXN103761,-76741,-56.48
2022-05-01 00:00:00,Sales,Marketing,South,105278,124278,Card,TXN103762,19000,18.05
2021-08-26 00:00:00,Marketing,Travel,Central,122951,70719,Bank Transfer,TXN103763,-52232,-42.48
2023-12-25 00:00:00,HR,Utilities,Central,67247,158076,Card,TXN103764,90829,135.07
2023-01-05 00:00:00,IT,Training,Central,124826,99498,Cash,TXN103765,-25328,-20.29
2023-09-18 00:00:00,Sales,Infrastructure,West,49833,78762,UPI,TXN103766,28929,58.05
2023-04-05 00:00:00,Sales,Salaries,West,87453,13253,Card,TXN103767,-74200,-84.85
2021-04-16 00:00:00,Operations,Salaries,Central,28254,120024,Bank Transfer,TXN103768,91770,324.80
2021-06-30 00:00:00,Marketing,Travel,South,93981,16726,Card,TXN103769,-77255,-82.20
2021-07-03 00:00:00,IT,Infrastructure,North,42611,66952,UPI,TXN103770,24341,57.12
2021-08-14 00:00:00,Operations,Salaries,East,119314,108702,Card,TXN103771,-10612,-8.89
2023-02-16 00:00:00,Finance,Salaries,West,56827,48000,Cash,TXN103772,-8827,-15.53
2023-03-01 00:00:00,HR,Training,North,23830,37735,UPI,TXN103773,13905,58.35
2022-11-19 00:00:00,HR,Training,West,116485,49648,UPI,TXN103774,-66837,-57.38
2022-06-14 00:00:00,Operations,Marketing,West,122749,135103,UPI,TXN103775,12354,10.06
2023-08-30 00:00:00,HR,Infrastructure,West,15696,9286,Cash,TXN103776,-6410,-40.84
2023-07-25 00:00:00,Marketing,Salaries,Central,76278,83810,Bank Transfer,TXN103777,7532,9.87
2021-04-16 00:00:00,HR,Training,Central,67420,149798,Cash,TXN103778,82378,122.19
2023-04-11 00:00:00,Marketing,Training,West,109320,69540,UPI,TXN103779,-39780,-36.39
2022-11-10 00:00:00,Finance,Training,West,134434,33916,UPI,TXN103780,-100518,-74.77
2023-04-29 00:00:00,IT,Marketing,East,133912,87826,Card,TXN103781,-46086,-34.42
2023-11-22 00:00:00,Sales,Infrastructure,North,116578,10377,Cash,TXN103782,-106201,-91.10
2022-01-28 00:00:00,Operations,Utilities,North,57150,163843,Bank Transfer,TXN103783,106693,186.69
2021-02-09 00:00:00,Operations,Training,South,113513,100573,UPI,TXN103784,-12940,-11.40
2022-10-22 00:00:00,Marketing,Infrastructure,South,28306,57004,Cash,TXN103785,28698,101.38
2023-09-08 00:00:00,Finance,Travel,South,105896,62780,UPI,TXN103786,-43116,-40.72
2023-04-25 00:00:00,Finance,Marketing,Central,102672,59267,Bank Transfer,TXN103787,-43405,-42.28
2021-07-20 00:00:00,Sales,Utilities,Central,14753,120008,Bank Transfer,TXN103788,105255,713.45
2022-03-23 00:00:00,IT,Training,East,87704,29802,Card,TXN103789,-57902,-66.02
2023-11-28 00:00:00,Operations,Training,Central,84374,33446,Card,TXN103790,-50928,-60.36
2022-03-20 00:00:00,Marketing,Marketing,South,98144,169932,Card,TXN103791,71788,73.15
2023-01-31 00:00:00,Finance,Marketing,West,98617,98296,Bank Transfer,TXN103792,-321,-0.33
2021-08-15 00:00:00,Operations,Salaries,South,20875,91132,Cash,TXN103793,70257,336.56
2021-02-17 00:00:00,Marketing,Training,East,100853,19837,Cash,TXN103794,-81016,-80.33
2023-11-08 00:00:00,HR,Infrastructure,West,58996,46992,Bank Transfer,TXN103795,-12004,-20.35
2023-07-01 00:00:00,Operations,Marketing,Central,107101,147761,Bank Transfer,TXN103796,40660,37.96
2021-07-06 00:00:00,IT,Marketing,West,146638,9565,Cash,TXN103797,-137073,-93.48
2021-12-11 00:00:00,Marketing,Travel,East,120698,132542,UPI,TXN103798,11844,9.81
2021-08-12 00:00:00,IT,Travel,Central,89139,32793,Cash,TXN103799,-56346,-63.21
2023-04-10 00:00:00,Operations,Travel,North,48690,143692,Bank Transfer,TXN103800,95002,195.12
2022-05-03 00:00:00,HR,Marketing,South,113340,73200,Cash,TXN103801,-40140,-35.42
2023-05-27 00:00:00,IT,Utilities,South,12646,33937,Cash,TXN103802,21291,168.36
2023-04-29 00:00:00,Finance,Infrastructure,East,132372,118712,Bank Transfer,TXN103803,-13660,-10.32
2023-09-06 00:00:00,Marketing,Marketing,East,51592,130227,UPI,TXN103804,78635,152.42
2023-10-14 00:00:00,Operations,Salaries,South,39339,133038,Bank Transfer,TXN103805,93699,238.18
2021-07-07 00:00:00,HR,Training,West,113849,67400,Card,TXN103806,-46449,-40.80
2021-09-27 00:00:00,Finance,Utilities,North,108718,53277,Card,TXN103807,-55441,-51.00
2021-11-06 00:00:00,Operations,Utilities,North,119702,33372,Cash,TXN103808,-86330,-72.12
2023-04-25 00:00:00,HR,Infrastructure,East,100883,144028,Bank Transfer,TXN103809,43145,42.77
2022-05-01 00:00:00,Finance,Utilities,East,49967,19911,UPI,TXN103810,-30056,-60.15
2021-04-30 00:00:00,IT,Infrastructure,West,75463,121771,Cash,TXN103811,46308,61.37
2021-08-08 00:00:00,Operations,Utilities,East,56851,89232,Bank Transfer,TXN103812,32381,56.96
2021-02-22 00:00:00,Operations,Training,North,35062,59403,Cash,TXN103813,24341,69.42
2023-01-28 00:00:00,IT,Infrastructure,South,69123,145742,Cash,TXN103814,76619,110.84
2023-01-08 00:00:00,Sales,Travel,North,99229,67844,Bank Transfer,TXN103815,-31385,-31.63
2022-12-21 00:00:00,Finance,Travel,West,149293,71137,UPI,TXN103816,-78156,-52.35
2022-02-10 00:00:00,IT,Utilities,South,25234,31473,UPI,TXN103817,6239,24.72
2022-08-31 00:00:00,Operations,Utilities,South,149393,55298,Card,TXN103818,-94095,-62.98
2023-10-18 00:00:00,Finance,Infrastructure,North,17945,29345,UPI,TXN103819,11400,63.53
2022-02-26 00:00:00,Finance,Infrastructure,South,15189,33608,Card,TXN103820,18419,121.27
2022-12-13 00:00:00,Sales,Training,South,112518,109488,Bank Transfer,TXN103821,-3030,-2.69
2021-09-04 00:00:00,Operations,Marketing,East,143446,114835,Cash,TXN103822,-28611,-19.95
2021-03-13 00:00:00,HR,Travel,South,137066,18286,Cash,TXN103823,-118780,-86.66
2021-07-04 00:00:00,Sales,Marketing,West,120711,155944,UPI,TXN103824,35233,29.19
2021-01-06 00:00:00,Sales,Marketing,South,19173,97185,Cash,TXN103825,78012,406.88
2023-06-25 00:00:00,HR,Salaries,East,145374,52476,Bank Transfer,TXN103826,-92898,-63.90
2022-01-22 00:00:00,HR,Infrastructure,Central,120997,128059,UPI,TXN103827,7062,5.84
2022-11-30 00:00:00,Sales,Salaries,Central,65842,111581,UPI,TXN103828,45739,69.47
2023-04-07 00:00:00,Finance,Salaries,West,141183,101567,Card,TXN103829,-39616,-28.06
2021-12-15 00:00:00,IT,Marketing,West,131841,81477,Bank Transfer,TXN103830,-50364,-38.20
2021-11-04 00:00:00,IT,Salaries,South,91102,159055,Card,TXN103831,67953,74.59
2021-10-14 00:00:00,Sales,Training,South,113013,54016,UPI,TXN103832,-58997,-52.20
2023-02-05 00:00:00,Finance,Infrastructure,Central,149969,24260,Card,TXN103833,-125709,-83.82
2022-12-26 00:00:00,HR,Marketing,Central,48640,95576,Bank Transfer,TXN103834,46936,96.50
2023-02-01 00:00:00,Marketing,Infrastructure,North,24482,52713,Card,TXN103835,28231,115.31
2022-01-18 00:00:00,Sales,Training,Central,100052,77748,UPI,TXN103836,-22304,-22.29
2022-01-23 00:00:00,Operations,Utilities,Central,130963,166262,Card,TXN103837,35299,26.95
2022-06-09 00:00:00,Finance,Salaries,West,66145,106789,UPI,TXN103838,40644,61.45
2022-10-01 00:00:00,Operations,Marketing,North,127288,156842,UPI,TXN103839,29554,23.22
2023-07-27 00:00:00,Operations,Travel,North,91718,58201,Card,TXN103840,-33517,-36.54
2021-10-03 00:00:00,Sales,Infrastructure,South,14857,107087,Cash,TXN103841,92230,620.78
2022-05-15 00:00:00,Finance,Training,South,21166,19251,Bank Transfer,TXN103842,-1915,-9.05
2022-12-18 00:00:00,Operations,Salaries,North,132494,131499,UPI,TXN103843,-995,-0.75
2021-12-03 00:00:00,Finance,Infrastructure,North,17498,136356,Cash,TXN103844,118858,679.27
2023-07-21 00:00:00,IT,Training,South,116371,70939,Bank Transfer,TXN103845,-45432,-39.04
2022-04-26 00:00:00,Marketing,Infrastructure,West,54180,16061,Cash,TXN103846,-38119,-70.36
2023-06-30 00:00:00,Operations,Utilities,West,51128,32408,Card,TXN103847,-18720,-36.61
2023-12-18 00:00:00,Operations,Training,West,98620,135218,UPI,TXN103848,36598,37.11
2021-04-19 00:00:00,Finance,Infrastructure,West,109411,134354,Cash,TXN103849,24943,22.80
2021-11-24 00:00:00,Marketing,Utilities,South,69911,157260,Cash,TXN103850,87349,124.94
2021-11-11 00:00:00,IT,Utilities,East,67450,161851,Bank Transfer,TXN103851,94401,139.96
2022-11-30 00:00:00,Operations,Utilities,Central,55940,32687,Bank Transfer,TXN103852,-23253,-41.57
2023-02-20 00:00:00,Sales,Salaries,Central,66584,163286,UPI,TXN103853,96702,145.23
2021-06-05 00:00:00,Finance,Training,Central,14342,135757,Cash,TXN103854,121415,846.57
2023-06-06 00:00:00,Finance,Infrastructure,Central,53933,74505,UPI,TXN103855,20572,38.14
2023-10-23 00:00:00,Operations,Infrastructure,South,77089,160318,Bank Transfer,TXN103856,83229,107.96
2023-01-28 00:00:00,IT,Training,East,106279,24551,UPI,TXN103857,-81728,-76.90
2022-12-23 00:00:00,Operations,Utilities,South,125185,158777,Card,TXN103858,33592,26.83
2023-07-02 00:00:00,HR,Infrastructure,East,64101,68149,UPI,TXN103859,4048,6.32
2023-05-21 00:00:00,Operations,Infrastructure,South,142493,100372,Card,TXN103860,-42121,-29.56
2021-01-13 00:00:00,Marketing,Utilities,North,130668,154874,UPI,TXN103861,24206,18.52
2022-08-31 00:00:00,Marketing,Travel,East,63525,135763,UPI,TXN103862,72238,113.72
2022-05-13 00:00:00,HR,Travel,Central,35117,150103,Card,TXN103863,114986,327.44
2021-08-26 00:00:00,Marketing,Utilities,East,66462,63341,Bank Transfer,TXN103864,-3121,-4.70
2023-02-20 00:00:00,Marketing,Salaries,West,124073,29521,UPI,TXN103865,-94552,-76.21
2022-08-29 00:00:00,Sales,Infrastructure,East,130331,94894,Bank Transfer,TXN103866,-35437,-27.19
2022-10-23 00:00:00,Finance,Infrastructure,West,84954,33333,Cash,TXN103867,-51621,-60.76
2023-04-29 00:00:00,Marketing,Travel,West,67593,119965,Bank Transfer,TXN103868,52372,77.48
2023-07-25 00:00:00,Finance,Utilities,North,32562,72731,Cash,TXN103869,40169,123.36
2022-09-20 00:00:00,IT,Training,East,104081,9973,Bank Transfer,TXN103870,-94108,-90.42
2021-05-23 00:00:00,Operations,Training,North,95044,18900,Bank Transfer,TXN103871,-76144,-80.11
2022-12-15 00:00:00,Sales,Salaries,Central,129568,27460,Cash,TXN103872,-102108,-78.81
2022-04-24 00:00:00,HR,Utilities,East,46881,100031,Card,TXN103873,53150,113.37
2022-07-19 00:00:00,IT,Travel,South,19319,141278,Bank Transfer,TXN103874,121959,631.29
2022-04-16 00:00:00,Sales,Travel,South,13911,17958,Cash,TXN103875,4047,29.09
2022-01-19 00:00:00,Sales,Infrastructure,South,49927,19383,Bank Transfer,TXN103876,-30544,-61.18
2023-07-15 00:00:00,HR,Marketing,West,121464,135418,Bank Transfer,TXN103877,13954,11.49
2022-02-21 00:00:00,HR,Salaries,South,89261,77213,Bank Transfer,TXN103878,-12048,-13.50
2021-11-04 00:00:00,Finance,Salaries,Central,109411,33257,Bank Transfer,TXN103879,-76154,-69.60
2022-10-11 00:00:00,Operations,Marketing,East,48195,88106,UPI,TXN103880,39911,82.81
2023-10-22 00:00:00,IT,Training,East,64422,81181,Bank Transfer,TXN103881,16759,26.01
2023-12-04 00:00:00,Operations,Training,West,121140,86320,Cash,TXN103882,-34820,-28.74
2023-01-09 00:00:00,IT,Training,West,57561,135587,Bank Transfer,TXN103883,78026,135.55
2021-05-20 00:00:00,Sales,Travel,West,114800,166117,Cash,TXN103884,51317,44.70
2023-09-01 00:00:00,Marketing,Utilities,Central,142759,147398,Cash,TXN103885,4639,3.25
2023-10-14 00:00:00,Marketing,Salaries,East,30855,36986,Card,TXN103886,6131,19.87
2023-08-11 00:00:00,HR,Marketing,North,38879,18437,Cash,TXN103887,-20442,-52.58
2023-06-23 00:00:00,HR,Infrastructure,West,26091,113264,Cash,TXN103888,87173,334.11
2021-03-13 00:00:00,Sales,Infrastructure,South,30601,152228,Card,TXN103889,121627,397.46
2021-04-17 00:00:00,Sales,Travel,North,104458,35777,Bank Transfer,TXN103890,-68681,-65.75
2023-12-02 00:00:00,IT,Salaries,North,130646,33310,UPI,TXN103891,-97336,-74.50
2023-06-02 00:00:00,Sales,Utilities,West,113722,125786,Card,TXN103892,12064,10.61
2021-05-19 00:00:00,IT,Salaries,South,16190,158927,UPI,TXN103893,142737,881.64
2022-09-07 00:00:00,Operations,Training,West,123962,113817,Bank Transfer,TXN103894,-10145,-8.18
2023-05-13 00:00:00,HR,Infrastructure,West,137871,113395,Bank Transfer,TXN103895,-24476,-17.75
2021-09-30 00:00:00,HR,Salaries,South,87471,87475,UPI,TXN103896,4,0.00
2022-02-20 00:00:00,Marketing,Infrastructure,North,54550,122694,UPI,TXN103897,68144,124.92
2022-05-21 00:00:00,Marketing,Marketing,North,146991,166180,Cash,TXN103898,19189,13.05
2023-01-03 00:00:00,HR,Marketing,South,46183,37303,Bank Transfer,TXN103899,-8880,-19.23
2022-02-28 00:00:00,Operations,Infrastructure,North,97872,68866,Card,TXN103900,-29006,-29.64
2022-01-25 00:00:00,Operations,Utilities,Central,11716,66781,Card,TXN103901,55065,470.00
2021-12-08 00:00:00,Finance,Utilities,West,141361,162654,Bank Transfer,TXN103902,21293,15.06
2023-08-04 00:00:00,IT,Salaries,Central,14697,98671,UPI,TXN103903,83974,571.37
2022-09-06 00:00:00,Marketing,Infrastructure,Central,136148,46405,UPI,TXN103904,-89743,-65.92
2022-05-08 00:00:00,IT,Travel,Central,102855,33021,Card,TXN103905,-69834,-67.90
2021-07-11 00:00:00,Marketing,Utilities,East,73041,9308,UPI,TXN103906,-63733,-87.26
2022-05-14 00:00:00,Finance,Utilities,East,76145,107720,Card,TXN103907,31575,41.47
2023-04-02 00:00:00,HR,Training,Central,143425,127733,Cash,TXN103908,-15692,-10.94
2021-08-15 00:00:00,IT,Marketing,West,26919,26289,Cash,TXN103909,-630,-2.34
2021-05-19 00:00:00,Marketing,Utilities,Central,30141,65673,Cash,TXN103910,35532,117.89
2023-05-06 00:00:00,IT,Utilities,Central,140946,15782,Bank Transfer,TXN103911,-125164,-88.80
2023-03-28 00:00:00,HR,Training,East,84484,112406,UPI,TXN103912,27922,33.05
2023-12-23 00:00:00,Sales,Utilities,Central,124289,28062,Cash,TXN103913,-96227,-77.42
2021-04-14 00:00:00,Marketing,Training,West,82693,165201,Card,TXN103914,82508,99.78
2023-05-21 00:00:00,Sales,Infrastructure,West,144921,168788,Cash,TXN103915,23867,16.47
2022-10-30 00:00:00,Finance,Infrastructure,Central,116849,109306,UPI,TXN103916,-7543,-6.46
2021-09-30 00:00:00,Operations,Marketing,West,133185,118025,Card,TXN103917,-15160,-11.38
2023-10-27 00:00:00,IT,Salaries,Central,21900,108869,Cash,TXN103918,86969,397.12
2021-07-03 00:00:00,Marketing,Training,East,143286,141655,UPI,TXN103919,-1631,-1.14
2023-11-18 00:00:00,IT,Utilities,Central,16553,51232,Card,TXN103920,34679,209.50
2021-10-20 00:00:00,Finance,Salaries,North,83874,120411,Cash,TXN103921,36537,43.56
2021-06-26 00:00:00,Finance,Infrastructure,East,128236,30235,Cash,TXN103922,-98001,-76.42
2021-02-27 00:00:00,IT,Utilities,West,137605,162953,UPI,TXN103923,25348,18.42
2021-11-04 00:00:00,Marketing,Salaries,West,134833,124502,Cash,TXN103924,-10331,-7.66
2023-09-04 00:00:00,HR,Training,East,54143,77454,UPI,TXN103925,23311,43.05
2022-12-01 00:00:00,HR,Training,North,98719,21869,Cash,TXN103926,-76850,-77.85
2021-03-24 00:00:00,Operations,Salaries,East,39287,145583,Card,TXN103927,106296,270.56
2021-09-09 00:00:00,IT,Training,South,117006,153188,Cash,TXN103928,36182,30.92
2023-03-07 00:00:00,IT,Travel,North,104233,43981,Bank Transfer,TXN103929,-60252,-57.81
2023-06-16 00:00:00,Marketing,Infrastructure,East,40657,64909,Cash,TXN103930,24252,59.65
2021-07-29 00:00:00,IT,Marketing,South,24746,119614,UPI,TXN103931,94868,383.37
2023-03-27 00:00:00,Marketing,Marketing,Central,100067,92433,Cash,TXN103932,-7634,-7.63
2022-09-01 00:00:00,IT,Travel,North,148817,135547,Bank Transfer,TXN103933,-13270,-8.92
2022-03-23 00:00:00,Finance,Salaries,Central,142495,160308,Card,TXN103934,17813,12.50
2022-04-05 00:00:00,Sales,Training,South,57305,119182,Bank Transfer,TXN103935,61877,107.98
2023-08-26 00:00:00,IT,Travel,West,34721,153504,Card,TXN103936,118783,342.11
2022-04-17 00:00:00,Sales,Travel,West,107895,67895,Bank Transfer,TXN103937,-40000,-37.07
2022-01-05 00:00:00,HR,Training,West,38277,36014,Bank Transfer,TXN103938,-2263,-5.91
2023-06-19 00:00:00,Operations,Infrastructure,Central,76875,78519,Bank Transfer,TXN103939,1644,2.14
2023-07-12 00:00:00,HR,Training,North,126934,94058,Card,TXN103940,-32876,-25.90
2021-05-17 00:00:00,IT,Training,Central,86676,25704,Cash,TXN103941,-60972,-70.34
2022-01-02 00:00:00,Marketing,Utilities,Central,18201,53968,UPI,TXN103942,35767,196.51
2023-07-01 00:00:00,HR,Salaries,West,34568,157822,Cash,TXN103943,123254,356.56
2021-07-03 00:00:00,Finance,Marketing,Central,12816,96209,Bank Transfer,TXN103944,83393,650.69
2022-04-17 00:00:00,Sales,Marketing,South,43094,59527,Card,TXN103945,16433,38.13
2022-10-16 00:00:00,Marketing,Travel,East,92802,133186,Card,TXN103946,40384,43.52
2023-01-19 00:00:00,Marketing,Travel,East,28055,85942,Cash,TXN103947,57887,206.33
2022-06-21 00:00:00,IT,Travel,East,113306,106034,Card,TXN103948,-7272,-6.42
2023-03-13 00:00:00,Finance,Salaries,West,15235,152525,Card,TXN103949,137290,901.15
2023-07-09 00:00:00,Sales,Travel,West,109227,67006,Bank Transfer,TXN103950,-42221,-38.65
2022-05-25 00:00:00,Finance,Travel,East,139947,168637,Card,TXN103951,28690,20.50
2022-09-22 00:00:00,HR,Utilities,North,107188,9280,Card,TXN103952,-97908,-91.34
2023-09-29 00:00:00,IT,Salaries,East,64259,91538,Bank Transfer,TXN103953,27279,42.45
2023-07-05 00:00:00,Marketing,Infrastructure,Central,130408,37834,Cash,TXN103954,-92574,-70.99
2023-10-31 00:00:00,Marketing,Infrastructure,East,84881,25985,UPI,TXN103955,-58896,-69.39
2021-06-01 00:00:00,HR,Training,East,12070,141378,UPI,TXN103956,129308,1071.32
2023-10-26 00:00:00,Marketing,Utilities,North,99266,146894,UPI,TXN103957,47628,47.98
2022-04-09 00:00:00,Operations,Marketing,West,112904,167475,Cash,TXN103958,54571,48.33
2021-09-28 00:00:00,IT,Training,West,43688,120488,Card,TXN103959,76800,175.79
2022-04-05 00:00:00,HR,Infrastructure,Central,128170,8942,Bank Transfer,TXN103960,-119228,-93.02
2021-04-15 00:00:00,IT,Salaries,East,32856,44699,Cash,TXN103961,11843,36.05
2021-06-11 00:00:00,Sales,Marketing,South,111105,165853,UPI,TXN103962,54748,49.28
2021-12-17 00:00:00,IT,Travel,Central,93695,44517,Card,TXN103963,-49178,-52.49
2022-03-10 00:00:00,IT,Salaries,West,13703,78276,UPI,TXN103964,64573,471.23
2023-05-02 00:00:00,Sales,Marketing,North,107193,155445,UPI,TXN103965,48252,45.01
2021-05-20 00:00:00,HR,Infrastructure,West,122501,151491,UPI,TXN103966,28990,23.67
2021-03-28 00:00:00,IT,Training,West,116015,90327,Cash,TXN103967,-25688,-22.14
2021-07-02 00:00:00,Finance,Travel,North,91547,59195,Card,TXN103968,-32352,-35.34
2022-01-03 00:00:00,IT,Travel,East,128429,78808,UPI,TXN103969,-49621,-38.64
2021-05-09 00:00:00,HR,Salaries,East,96372,82294,Cash,TXN103970,-14078,-14.61
2022-11-01 00:00:00,Marketing,Training,West,126947,88639,Bank Transfer,TXN103971,-38308,-30.18
2021-05-29 00:00:00,Sales,Travel,Central,93082,62909,Bank Transfer,TXN103972,-30173,-32.42
2023-09-12 00:00:00,Marketing,Marketing,South,111743,152045,Cash,TXN103973,40302,36.07
2023-05-02 00:00:00,HR,Utilities,Central,116234,52330,Bank Transfer,TXN103974,-63904,-54.98
2022-09-20 00:00:00,Operations,Infrastructure,Central,28609,100064,UPI,TXN103975,71455,249.76
2022-03-22 00:00:00,Marketing,Salaries,West,102672,161620,Cash,TXN103976,58948,57.41
2023-06-03 00:00:00,IT,Training,West,79208,159294,Cash,TXN103977,80086,101.11
2021-10-21 00:00:00,IT,Utilities,South,143232,113444,Bank Transfer,TXN103978,-29788,-20.80
2021-09-07 00:00:00,Sales,Utilities,South,139567,152548,Card,TXN103979,12981,9.30
2023-05-28 00:00:00,IT,Salaries,South,142869,114596,Bank Transfer,TXN103980,-28273,-19.79
2023-08-06 00:00:00,Finance,Marketing,West,104248,12756,UPI,TXN103981,-91492,-87.76
2023-09-02 00:00:00,Finance,Training,West,101302,47564,Card,TXN103982,-53738,-53.05
2023-11-15 00:00:00,Marketing,Infrastructure,Central,83429,87850,Card,TXN103983,4421,5.30
2023-02-28 00:00:00,HR,Salaries,West,30792,52404,UPI,TXN103984,21612,70.19
2023-09-11 00:00:00,Sales,Training,East,143002,61483,Card,TXN103985,-81519,-57.01
2023-06-08 00:00:00,Operations,Utilities,East,72594,153605,Cash,TXN103986,81011,111.59
2023-06-09 00:00:00,Marketing,Utilities,South,10047,135482,Card,TXN103987,125435,1248.48
2021-03-11 00:00:00,HR,Salaries,West,10133,24541,Card,TXN103988,14408,142.19
2022-09-17 00:00:00,Sales,Training,East,21238,68452,Bank Transfer,TXN103989,47214,222.31
2023-05-25 00:00:00,Sales,Utilities,Central,45132,29329,Cash,TXN103990,-15803,-35.02
2022-04-16 00:00:00,Marketing,Salaries,North,111813,133071,UPI,TXN103991,21258,19.01
2021-04-01 00:00:00,HR,Salaries,Central,121663,126316,Cash,TXN103992,4653,3.82
2022-06-14 00:00:00,HR,Infrastructure,North,66305,60934,Card,TXN103993,-5371,-8.10
2022-10-23 00:00:00,IT,Salaries,Central,63246,27072,Bank Transfer,TXN103994,-36174,-57.20
2023-01-09 00:00:00,Operations,Training,East,61689,33268,UPI,TXN103995,-28421,-46.07
2022-12-27 00:00:00,Finance,Training,West,45239,131931,UPI,TXN103996,86692,191.63
2023-05-22 00:00:00,IT,Utilities,North,77970,111348,Card,TXN103997,33378,42.81
2021-07-11 00:00:00,Sales,Travel,West,91559,36459,Cash,TXN103998,-55100,-60.18
2021-05-18 00:00:00,Operations,Infrastructure,West,137019,136578,Bank Transfer,TXN103999,-441,-0.32
2021-12-11 00:00:00,Operations,Training,East,101922,15846,Cash,TXN104000,-86076,-84.45
2023-10-06 00:00:00,HR,Utilities,South,97601,108402,Cash,TXN104001,10801,11.07
2022-05-18 00:00:00,Operations,Utilities,South,130632,59308,UPI,TXN104002,-71324,-54.60
2021-07-22 00:00:00,Marketing,Infrastructure,North,54014,138445,Cash,TXN104003,84431,156.31
2022-07-27 00:00:00,Operations,Infrastructure,East,25665,144526,Cash,TXN104004,118861,463.12
2021-07-11 00:00:00,Sales,Utilities,West,50542,104236,UPI,TXN104005,53694,106.24
2021-01-05 00:00:00,Marketing,Travel,Central,96769,42895,UPI,TXN104006,-53874,-55.67
2021-11-07 00:00:00,Marketing,Marketing,Central,33481,37678,Cash,TXN104007,4197,12.54
2022-07-03 00:00:00,IT,Utilities,North,80558,119023,UPI,TXN104008,38465,47.75
2021-02-25 00:00:00,Operations,Infrastructure,North,56954,62752,Bank Transfer,TXN104009,5798,10.18
2022-03-19 00:00:00,HR,Salaries,North,130156,64183,Bank Transfer,TXN104010,-65973,-50.69
2023-05-20 00:00:00,IT,Salaries,East,116243,15762,Cash,TXN104011,-100481,-86.44
2022-08-08 00:00:00,HR,Infrastructure,Central,19145,159653,Card,TXN104012,140508,733.91
2023-01-22 00:00:00,Operations,Infrastructure,East,70835,12426,UPI,TXN104013,-58409,-82.46
2021-12-26 00:00:00,IT,Marketing,East,135622,75010,Card,TXN104014,-60612,-44.69
2023-03-30 00:00:00,Operations,Training,West,75506,21051,UPI,TXN104015,-54455,-72.12
2021-01-30 00:00:00,Sales,Infrastructure,East,53064,145061,UPI,TXN104016,91997,173.37
2021-04-18 00:00:00,IT,Salaries,East,32954,17240,Cash,TXN104017,-15714,-47.68
2023-04-24 00:00:00,HR,Travel,West,106872,57567,Bank Transfer,TXN104018,-49305,-46.13
2022-12-18 00:00:00,Sales,Infrastructure,South,119120,135277,Card,TXN104019,16157,13.56
2023-06-10 00:00:00,Finance,Marketing,West,102221,103331,Bank Transfer,TXN104020,1110,1.09
2023-08-18 00:00:00,HR,Travel,North,16574,46275,Bank Transfer,TXN104021,29701,179.20
2023-06-12 00:00:00,Operations,Marketing,South,42381,124854,Card,TXN104022,82473,194.60
2023-01-02 00:00:00,HR,Travel,Central,15331,13782,UPI,TXN104023,-1549,-10.10
2022-08-29 00:00:00,Finance,Infrastructure,East,40412,164309,Card,TXN104024,123897,306.58
2022-04-02 00:00:00,HR,Salaries,South,93857,20646,Bank Transfer,TXN104025,-73211,-78.00
2022-09-07 00:00:00,Sales,Travel,Central,121132,57440,Card,TXN104026,-63692,-52.58
2022-11-29 00:00:00,Marketing,Utilities,West,27458,108904,Cash,TXN104027,81446,296.62
2022-11-05 00:00:00,HR,Training,West,24058,153404,UPI,TXN104028,129346,537.64
2022-06-27 00:00:00,IT,Marketing,North,45165,65918,UPI,TXN104029,20753,45.95
2023-05-07 00:00:00,Finance,Travel,North,68425,93332,Card,TXN104030,24907,36.40
2023-06-16 00:00:00,HR,Marketing,South,10418,78859,UPI,TXN104031,68441,656.95
